business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,city_clean,state_clean,category_list,matched_target_categories,is_target_business,is_operational_at_snapshot
GrzCVNDTRODqNez4zb4RLw,The Music Box Village,4557 N Rampart St,New Orleans,LA,70117,29.9635911,-90.0292571,5.0,22,1,"{""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""NoiseLevel"": ""u'very_loud'"", ""Smoking"": ""u'outdoor'"", ""CoatCheck"": ""False"", ""WiFi"": ""u'no'"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", ""GoodForDancing"": ""True"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""DogsAllowed"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""HappyHour"": ""True"", ""Alcohol"": ""u'full_bar'"", ""HasTV"": ""False""}","Local Flavor, Public Art, Museums, Nightlife, Arts & Entertainment, Music Venues","{""Friday"": ""12:0-19:0"", ""Saturday"": ""12:0-18:0"", ""Sunday"": ""12:0-18:0""}",New Orleans,LA,"[""Local Flavor"", ""Public Art"", ""Museums"", ""Nightlife"", ""Arts & Entertainment"", ""Music Venues""]","[""Nightlife""]",True,True
IOZrqUQ2Jg6UeQ5CWpsmkg,Nesbit's Magazine Street Market,301 Magazine St,New Orleans,LA,70130,29.9504773,-90.0679445,5.0,7,1,"{""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""DogsAllowed"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Convenience Stores, Food, Grocery, Coffee & Tea, Beer, Wine & Spirits","{""Monday"": ""8:0-15:0"", ""Tuesday"": ""12:0-18:0"", ""Wednesday"": ""12:0-18:0"", ""Thursday"": ""12:0-18:0"", ""Friday"": ""12:0-20:0"", ""Saturday"": ""12:0-20:0"", ""Sunday"": ""12:0-20:0""}",New Orleans,LA,"[""Convenience Stores"", ""Food"", ""Grocery"", ""Coffee & Tea"", ""Beer"", ""Wine & Spirits""]","[""Coffee & Tea"", ""Food""]",True,True
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,710 S Carrollton Ave,New Orleans,LA,70118,29.944454,-90.133537,2.5,34,0,"{""RestaurantsAttire"": ""u'casual'"", ""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsTakeOut"": ""True"", ""NoiseLevel"": ""u'average'"", ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""u'no'"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsReservations"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""HasTV"": ""True"", ""RestaurantsDelivery"": ""False""}","Specialty Food, Restaurants, Food, Seafood, Seafood Markets","{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0""}",New Orleans,LA,"[""Specialty Food"", ""Restaurants"", ""Food"", ""Seafood"", ""Seafood Markets""]","[""Food"", ""Restaurants"", ""Specialty Food""]",True,False
bSJczuohHVko33UT82hnfA,Blaze Pizza,611 O'keefe Ave,New Orleans,LA,70113,29.948395,-90.075281,4.0,302,1,"{""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", ""WiFi"": ""u'free'"", ""Alcohol"": ""u'beer_and_wine'"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsAttire"": ""u'casual'"", ""Caters"": ""False"", ""GoodForKids"": ""True"", ""HasTV"": ""False"", ""DriveThru"": ""False"", ""OutdoorSeating"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsTableService"": ""False"", ""ByAppointmentOnly"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""DogsAllowed"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""NoiseLevel"": ""'average'"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""True"", ""WheelchairAccessible"": ""True""}","Pizza, Fast Food, Gluten-Free, Restaurants, Salad","{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""12:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-22:0""}",New Orleans,LA,"[""Pizza"", ""Fast Food"", ""Gluten-Free"", ""Restaurants"", ""Salad""]","[""Restaurants""]",True,True
vFJIK-z3QWs-3XNjs1hcZQ,New Orleans Jazz Market,1436 Oretha Castle Haley Blvd,New Orleans,LA,70113,29.9411590382,-90.0789941056,4.0,31,1,"{""BusinessAcceptsBitcoin"": ""False"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsPriceRange2"": ""2"", ""GoodForDancing"": ""True"", ""HappyHour"": ""True"", ""WiFi"": ""'free'"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsReservations"": ""False"", ""GoodForKids"": ""True"", ""CoatCheck"": ""False"", ""HasTV"": ""False"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""NoiseLevel"": ""u'average'"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""Smoking"": ""u'outdoor'"", ""BikeParking"": ""True"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", ""WheelchairAccessible"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}""}","Nightlife, Venues & Event Spaces, Performing Arts, Event Planning & Services, Jazz & Blues, Arts & Entertainment, Bars","{""Tuesday"": ""10:0-16:0"", ""Wednesday"": ""21:0-1:0"", ""Thursday"": ""10:0-16:0"", ""Friday"": ""10:0-16:0"", ""Saturday"": ""10:0-16:0""}",New Orleans,LA,"[""Nightlife"", ""Venues & Event Spaces"", ""Performing Arts"", ""Event Planning & Services"", ""Jazz & Blues"", ""Arts & Entertainment"", ""Bars""]","[""Bars"", ""Nightlife"", ""Venues & Event Spaces""]",True,True
dk9zGFRJD2RXkHqAmFHOOA,Garage Pizza,2828 Canal St,New Orleans,LA,70119,29.9668143,-90.0895672,4.0,6,0,"{""NoiseLevel"": ""u'quiet'"", ""Alcohol"": ""u'none'"", ""GoodForKids"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsDelivery"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'free'"", ""HasTV"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""True""}","American (New), Sandwiches, Restaurants, Pizza",,New Orleans,LA,"[""American (New)"", ""Sandwiches"", ""Restaurants"", ""Pizza""]","[""Restaurants""]",True,False
0Ze7pcwjyauf6steWfpV7g,Hand Grenades To Go,717-799 Orleans St,New Orleans,LA,70116,29.9590929529,-90.0646781349,3.5,17,0,"{""HasTV"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""RestaurantsReservations"": ""False"", ""HappyHour"": ""True"", ""Alcohol"": ""'full_bar'"", ""BikeParking"": ""False"", ""OutdoorSeating"": ""False""}","Bars, Local Flavor, Nightlife",,New Orleans,LA,"[""Bars"", ""Local Flavor"", ""Nightlife""]","[""Bars"", ""Nightlife""]",True,False
Hp3Ony7yW60VPuWHQFIIHA,Frady's One Stop Food Store,3231 Dauphine St,New Orleans,LA,70117,29.963974,-90.0426042,4.5,73,1,"{""WiFi"": ""'no'"", ""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""Alcohol"": ""'beer_and_wine'"", ""NoiseLevel"": ""u'average'"", ""RestaurantsGoodForGroups"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsAttire"": ""u'casual'"", ""BusinessAcceptsCreditCards"": ""False"", ""Caters"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""False"", ""HasTV"": ""True""}","Delis, Food, Grocery, Restaurants","{""Monday"": ""7:30-17:0"", ""Tuesday"": ""7:30-17:0"", ""Wednesday"": ""7:30-17:0"", ""Thursday"": ""7:30-17:0"", ""Friday"": ""7:30-17:0"", ""Saturday"": ""9:0-15:0""}",New Orleans,LA,"[""Delis"", ""Food"", ""Grocery"", ""Restaurants""]","[""Food"", ""Restaurants""]",True,True
hK59rATCI9o_rmeQu57RWw,De Ville Coffee House & Creperie,508 Dumaine St,New Orleans,LA,70116,29.958501,-90.06163,4.5,36,0,"{""WiFi"": ""'no'"", ""OutdoorSeating"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True""}","Coffee & Tea, Food","{""Monday"": ""10:0-15:0"", ""Tuesday"": ""10:0-15:0"", ""Thursday"": ""10:0-15:0"", ""Friday"": ""10:0-16:0"", ""Saturday"": ""10:0-16:0"", ""Sunday"": ""10:0-16:0""}",New Orleans,LA,"[""Coffee & Tea"", ""Food""]","[""Coffee & Tea"", ""Food""]",True,False
k6NkyANDoAMSNpa9_VD8IQ,Rosa Mezcal,1814 Magazine St,New Orleans,LA,70130,29.9316559894,-90.0736488057,4.0,76,0,"{""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsReservations"": ""False"", ""Alcohol"": ""'full_bar'"", ""HasTV"": ""True"", ""Caters"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""HappyHour"": ""True"", ""NoiseLevel"": ""'average'"", ""RestaurantsTableService"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsGoodForGroups"": ""True"", ""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsDelivery"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Mexican","{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0""}",New Orleans,LA,"[""Restaurants"", ""Mexican""]","[""Restaurants""]",True,False
1ddqdY_piKp-abaZ-bGRSA,Crescent City Steak House,1001 N Broad St,New Orleans,LA,70119,29.9733253,-90.0810244,3.5,226,1,"{""RestaurantsPriceRange2"": ""3"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""u'full_bar'"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""u'average'"", ""WiFi"": ""u'no'"", ""RestaurantsAttire"": ""'casual'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Caters"": ""False"", ""BYOB"": ""False"", ""BusinessAcceptsCreditCards"": ""False"", ""DogsAllowed"": ""False"", ""WheelchairAccessible"": ""True"", ""GoodForKids"": ""False"", ""Corkage"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': None, 'casual': None}"", ""HasTV"": ""True"", ""GoodForMeal"": ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': None}"", ""ByAppointmentOnly"": ""False"", ""RestaurantsTableService"": ""True""}","Steakhouses, Restaurants","{""Tuesday"": ""16:0-21:0"", ""Wednesday"": ""11:30-21:0"", ""Thursday"": ""11:30-21:0"", ""Friday"": ""11:30-21:30"", ""Saturday"": ""16:0-21:30"", ""Sunday"": ""12:0-21:0""}",New Orleans,LA,"[""Steakhouses"", ""Restaurants""]","[""Restaurants""]",True,True
